SiteType,SiteID,CameraCaptures,Settings,TriggerID,trap_day,ImageFile1,Image1DateTime,ImageURL,ImageEmbedCode,ImageFile2,Image2DateTime,file_issues,species_detected,human_detected,individuals,detection_duration,notes
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_040,,10240040.AVI,2021:10:25 02:28:04-04:00,https://kaltura.uga.edu/media/t/1_0qnmkx4e,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_0qnmkx4e&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_lbyab9jf"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,ringtail,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_041,,10310041.AVI,2021:10:31 11:02:28-04:00,https://kaltura.uga.edu/media/t/1_1db7dz57,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_1db7dz57&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_7v6e25qb"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_042,,11040042.AVI,2021:11:05 03:15:34-04:00,https://kaltura.uga.edu/media/t/1_offu0lbb,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_offu0lbb&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_jyb7pmk9"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,cat,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_043,,11060043.AVI,2021:11:06 09:49:44-04:00,https://kaltura.uga.edu/media/t/1_vsmazx10,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_vsmazx10&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_cvtwxty9"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_044,,11060044.AVI,2021:11:06 12:54:56-04:00,https://kaltura.uga.edu/media/t/1_azyhx5il,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_azyhx5il&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_91qr7n63"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_045,,11070045.AVI,2021:11:08 05:57:28-05:00,https://kaltura.uga.edu/media/t/1_50xxvg3g,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_50xxvg3g&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_0t2g8vmr"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,small_rodent,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_046,,11070046.AVI,2021:11:08 06:00:12-05:00,https://kaltura.uga.edu/media/t/1_02zj7nam,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_02zj7nam&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_mhih6m8p"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,small_rodent,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_047,,11090047.AVI,2021:11:09 12:00:16-05:00,https://kaltura.uga.edu/media/t/1_m00y9vg3,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_m00y9vg3&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_o21q74oq"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,ringtail,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_048,,11090048.AVI,2021:11:09 12:02:22-05:00,https://kaltura.uga.edu/media/t/1_8eo29czv,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_8eo29czv&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_pi1exh1l"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,ringtail,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_049,,11090049.AVI,2021:11:09 12:52:20-05:00,https://kaltura.uga.edu/media/t/1_ped7ajts,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_ped7ajts&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_xj6g91v7"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_050,,11090050.AVI,2021:11:10 06:24:10-05:00,https://kaltura.uga.edu/media/t/1_0z5jb0oi,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_0z5jb0oi&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_nda35q58"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_051,,11130051.AVI,2021:11:13 10:21:22-05:00,https://kaltura.uga.edu/media/t/1_8dw7rvyp,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_8dw7rvyp&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_jzoaplqk"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,false_trigger,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_052,,11140052.AVI,2021:11:15 06:17:44-05:00,https://kaltura.uga.edu/media/t/1_26j9uvmk,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_26j9uvmk&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_k7mtys1l"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_053,,11180053.AVI,2021:11:18 10:13:08-05:00,https://kaltura.uga.edu/media/t/1_kh5g131h,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_kh5g131h&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_ks08uv4s"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_054,,11230054.AVI,2021:11:24 05:49:54-05:00,https://kaltura.uga.edu/media/t/1_yvdao7yq,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_yvdao7yq&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_4ndoqbma"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,small_rodent,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_055,,11230055.AVI,2021:11:24 05:50:52-05:00,https://kaltura.uga.edu/media/t/1_ahp7d4rg,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_ahp7d4rg&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_aeadrwvs"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,small_rodent,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_056,,11230056.AVI,2021:11:24 05:51:34-05:00,https://kaltura.uga.edu/media/t/1_z9q5vif3,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_z9q5vif3&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_hzfh9kfj"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,small_rodent,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_057,,11230057.AVI,2021:11:24 05:59:16-05:00,https://kaltura.uga.edu/media/t/1_rq9lk9kr,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_nu7mfdrf&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_ojiao8b4"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,small_rodent,,,20,
