SiteType,SiteID,CameraCaptures,Settings,TriggerID,trap_day,ImageFile1,Image1DateTime,ImageURL,ImageEmbedCode,ImageFile2,Image2DateTime,file_issues,species_detected,human_detected,individuals,detection_duration,notes
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_001,,10030001.JPG,2021:10:03 00:31:13,,,10030002.JPG,2021:10:03 00:31:14,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_002,,10030003.JPG,2021:10:03 00:32:09,,,10030004.JPG,2021:10:03 00:32:09,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_003,,10030005.JPG,2021:10:03 00:32:28,,,10030006.JPG,2021:10:03 00:32:28,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_004,,10030007.JPG,2021:10:03 00:33:49,,,10030008.JPG,2021:10:03 00:33:49,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_005,,10030009.JPG,2021:10:03 00:34:12,,,10030010.JPG,2021:10:03 00:34:12,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_006,,10030011.JPG,2021:10:03 00:34:30,,,10030012.JPG,2021:10:03 00:34:30,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_007,,10040013.JPG,2021:10:04 20:00:43,,,10040014.JPG,2021:10:04 20:00:43,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_008,,10050015.JPG,2021:10:05 21:22:48,,,10050016.JPG,2021:10:05 21:22:48,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_009,,10050017.JPG,2021:10:05 21:23:06,,,10050018.JPG,2021:10:05 21:23:06,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_010,,10050019.JPG,2021:10:05 21:23:24,,,10050020.JPG,2021:10:05 21:23:24,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_011,,10060021.JPG,2021:10:06 04:45:40,,,10060022.JPG,2021:10:06 04:45:40,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_012,,10070023.JPG,2021:10:07 20:01:29,,,10070024.JPG,2021:10:07 20:01:30,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_013,,10080025.JPG,2021:10:08 20:47:08,,,10080026.JPG,2021:10:08 20:47:09,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_014,,10080027.JPG,2021:10:08 22:05:36,,,10080028.JPG,2021:10:08 22:05:37,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_015,,10090029.JPG,2021:10:09 20:18:55,,,10090030.JPG,2021:10:09 20:18:56,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_016,,10100031.JPG,2021:10:10 21:01:14,,,10100032.JPG,2021:10:10 21:01:15,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_017,,10120033.JPG,2021:10:12 19:48:22,,,10120034.JPG,2021:10:12 19:48:23,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_018,,10130035.JPG,2021:10:13 20:01:02,,,10130036.JPG,2021:10:13 20:01:03,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_019,,10150037.JPG,2021:10:15 11:37:19,,,10150038.JPG,2021:10:15 11:37:19,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_020,,10150039.JPG,2021:10:15 11:37:52,,,10150040.JPG,2021:10:15 11:37:52,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_021,,10150041.JPG,2021:10:15 12:21:22,,,10150042.JPG,2021:10:15 12:21:23,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_022,,10160043.JPG,2021:10:16 05:14:36,,,10160044.JPG,2021:10:16 05:14:36,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_023,,10180045.JPG,2021:10:18 04:10:21,,,10180046.JPG,2021:10:18 04:10:21,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_024,,10220047.JPG,2021:10:22 23:31:02,,,10220048.JPG,2021:10:22 23:31:03,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_025,,10230049.JPG,2021:10:23 00:27:00,,,10230050.JPG,2021:10:23 00:27:01,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_026,,10230051.JPG,2021:10:23 19:43:12,,,10230052.JPG,2021:10:23 19:43:13,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_027,,10270053.JPG,2021:10:27 03:22:18,,,10270054.JPG,2021:10:27 03:22:19,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_028,,11120055.JPG,2021:11:12 02:19:57,,,11120056.JPG,2021:11:12 02:19:57,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_029,,11120057.JPG,2021:11:12 20:55:20,,,11120058.JPG,2021:11:12 20:55:20,,,yes,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_030,,11160059.JPG,2021:11:16 14:42:36,,,11160060.JPG,2021:11:16 14:42:37,,,no,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_031,,11240061.JPG,2021:11:24 13:21:24,,,11240062.JPG,2021:11:24 13:21:25,,,yes,,2,
outdoor,EC1,EC1_CC_01Dec2021,2 photos,EC1_CC_01Dec2021_032,,11240063.JPG,2021:11:24 13:21:40,,,11240064.JPG,2021:11:24 13:21:41,,,yes,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_001,,01010001.JPG,2019:01:01 23:29:29,,,01010002.JPG,2019:01:01 23:29:30,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_002,,01020003.JPG,2019:01:02 20:37:45,,,01020004.JPG,2019:01:02 20:37:45,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_003,,01020005.JPG,2019:01:02 20:48:05,,,01020006.JPG,2019:01:02 20:48:06,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_004,,01020007.JPG,2019:01:02 22:31:45,,,01020008.JPG,2019:01:02 22:31:45,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_005,,01020009.JPG,2019:01:02 22:36:33,,,01020010.JPG,2019:01:02 22:36:33,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_006,,01020011.JPG,2019:01:02 22:39:35,,,01020012.JPG,2019:01:02 22:39:35,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_007,,01040013.JPG,2019:01:04 23:08:31,,,01040014.JPG,2019:01:04 23:08:31,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_008,,01060015.JPG,2019:01:06 00:39:37,,,01060016.JPG,2019:01:06 00:39:37,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_009,,01070017.JPG,2019:01:07 10:56:59,,,01070018.JPG,2019:01:07 10:56:59,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_010,,01080019.JPG,2019:01:08 11:39:20,,,01080020.JPG,2019:01:08 11:39:21,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_011,,01110021.JPG,2019:01:11 03:39:03,,,01110022.JPG,2019:01:11 03:39:03,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_012,,01130023.JPG,2019:01:13 11:18:04,,,01130024.JPG,2019:01:13 11:18:04,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_013,,01160025.JPG,2019:01:16 05:56:28,,,01160026.JPG,2019:01:16 05:56:28,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_014,,01170027.JPG,2019:01:17 10:04:10,,,01170028.JPG,2019:01:17 10:04:10,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_015,,01180029.JPG,2019:01:18 07:05:10,,,01180030.JPG,2019:01:18 07:05:10,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_016,,01220031.JPG,2019:01:22 10:05:38,,,01220032.JPG,2019:01:22 10:05:38,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_017,,01230033.JPG,2019:01:23 23:27:38,,,01230034.JPG,2019:01:23 23:27:38,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_018,,01250035.JPG,2019:01:25 10:59:38,,,01250036.JPG,2019:01:25 10:59:38,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_019,,01260037.JPG,2019:01:26 23:25:28,,,01260038.JPG,2019:01:26 23:25:28,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_020,,01270039.JPG,2019:01:27 00:13:35,,,01270040.JPG,2019:01:27 00:13:35,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_021,,01290041.JPG,2019:01:29 14:26:12,,,01290042.JPG,2019:01:29 14:26:12,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_022,,02070043.JPG,2019:02:07 00:00:35,,,02070044.JPG,2019:02:07 00:00:36,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_023,,02090045.JPG,2019:02:09 22:19:57,,,02090046.JPG,2019:02:09 22:19:58,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_024,,02110047.JPG,2019:02:11 22:06:25,,,02110048.JPG,2019:02:11 22:06:25,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_025,,02170049.JPG,2019:02:17 00:45:21,,,02170050.JPG,2019:02:17 00:45:21,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_026,,02170051.JPG,2019:02:17 10:10:47,,,02170052.JPG,2019:02:17 10:10:47,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_027,,02180053.JPG,2019:02:18 05:08:16,,,02180054.JPG,2019:02:18 05:08:16,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_028,,02190055.JPG,2019:02:19 01:30:33,,,02190056.JPG,2019:02:19 01:30:33,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_029,,02190057.JPG,2019:02:19 11:43:33,,,02190058.JPG,2019:02:19 11:43:34,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_030,,02200059.JPG,2019:02:20 05:59:34,,,02200060.JPG,2019:02:20 05:59:34,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_031,,02200061.JPG,2019:02:20 18:51:06,,,02200062.JPG,2019:02:20 18:51:07,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_032,,02250063.JPG,2019:02:25 04:05:56,,,02250064.JPG,2019:02:25 04:05:56,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_033,,02260065.JPG,2019:02:26 16:55:54,,,02260066.JPG,2019:02:26 16:55:54,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_034,,02270067.JPG,2019:02:27 05:45:26,,,02270068.JPG,2019:02:27 05:45:26,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_035,,03010069.JPG,2019:03:01 21:01:28,,,03010070.JPG,2019:03:01 21:01:28,,,no,,2,
outdoor,EC2,EC2_CC_02Oct2021,2 photos,EC2_CC_02Oct2021_036,,03020071.JPG,2019:03:02 04:14:17,,,03020072.JPG,2019:03:02 04:14:18,,,no,,2,
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_001,,12100003.MP4,2020:12:10 19:12:37,https://kaltura.uga.edu/media/t/1_js4zb6el,,,,,,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_001,,12100003.MP4,2020:12:10 19:12:37,,,,,,ringtail,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_002,,12100006.MP4,2020:12:10 19:13:27,https://kaltura.uga.edu/media/t/1_5f6oam18,,,,,,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_002,,12100006.MP4,2020:12:10 19:13:27,,,,,,ringtail,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_003,,12130009.MP4,2020:12:13 18:18:39,https://kaltura.uga.edu/media/t/1_a9ke9nrg,,,,,,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_003,,12130009.MP4,2020:12:13 18:18:39,,,,,,ringtail,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_004,,12180012.MP4,2020:12:18 19:11:37,https://kaltura.uga.edu/media/t/1_xa6j9mjx,,,,,,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_004,,12180012.MP4,2020:12:18 19:11:37,,,,,,ringtail,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_005,,12190015.MP4,2020:12:19 22:22:24,https://kaltura.uga.edu/media/t/1_9gdw8ulk,,,,,,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_005,,12190015.MP4,2020:12:19 22:22:24,,,,,,false_trigger,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_006,,12240018.MP4,2020:12:24 18:56:54,https://kaltura.uga.edu/media/t/1_4161y9ad,,,,,,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_006,,12240018.MP4,2020:12:24 18:56:54,,,,,,ringtail,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_007,,12240021.MP4,2020:12:24 18:57:41,https://kaltura.uga.edu/media/t/1_w5w0ua7f,,,,,,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_007,,12240021.MP4,2020:12:24 18:57:41,,,,,,ringtail,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_008,,12290024.MP4,2020:12:29 00:17:56,https://kaltura.uga.edu/media/t/1_xu88vjza,,,,,,,,30,this is MY1
building,,FrontOffice_CC_19Jan2021,30 second video,FrontOffice_CC_19Jan2021_008,,12290024.MP4,2020:12:29 00:17:56,,,,,,false_trigger,,,30,this is MY1
outdoor,GC15H,GC15H_CC_06Dec2021,2 photos,GC15H_CC_06Dec2021_001,,12040003.JPG,2021:12:04 19:04:03,,,12040004.JPG,2021:12:04 19:04:03,,,no,,2,
outdoor,GC15H,GC15H_CC_06Dec2021,2 photos,GC15H_CC_06Dec2021_002,,12040005.JPG,2021:12:04 20:31:39,,,12040006.JPG,2021:12:04 20:31:39,,,no,,2,
outdoor,GC15H,GC15H_CC_06Dec2021,2 photos,GC15H_CC_06Dec2021_003,,12050007.JPG,2021:12:05 21:36:23,,,12050008.JPG,2021:12:05 21:36:24,,,no,,2,
building,GCBAR,GCBAR_CC_06Dec2021,30 second video,GCBAR_CC_06Dec2021_001,,09140001.AVI,2021:09:15 00:51:10-04:00,,,,,maintenance,,,,30,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_002,,09150002.AVI,2021:09:15 10:21:10-04:00,https://kaltura.uga.edu/media/t/1_5rw3xafv,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_5rw3xafv&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_e1yypq1b"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_003,,09150003.AVI,2021:09:15 12:51:20-04:00,,,,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,30 second video,GCBAR_CC_06Dec2021_004,,09150004.AVI,2021:09:15 18:30:08-04:00,https://kaltura.uga.edu/media/t/1_f7a31tje,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_f7a31tje&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_pjk5y17i"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,squirrel,,,30,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_005,,09160005.AVI,2021:09:16 11:55:56-04:00,https://kaltura.uga.edu/media/t/1_mnbdxe6z,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_mnbdxe6z&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_tcn0p4o2"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_006,,09180006.AVI,2021:09:18 10:38:06-04:00,https://kaltura.uga.edu/media/t/1_9g0fp1he,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_9g0fp1he&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_79f3eytt"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,ringtail,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_007,,09180007.AVI,2021:09:19 03:41:24-04:00,https://kaltura.uga.edu/media/t/1_w212nwg6,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_w212nwg6&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_m7pmv5hr"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_008,,09210008.AVI,2021:09:21 09:42:36-04:00,https://kaltura.uga.edu/media/t/1_cbg62mmq,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_cbg62mmq&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_o2e43d73"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,ringtail,,,20,
building,GCBAR,GCBAR_CC_06Dec2021,20 second video,GCBAR_CC_06Dec2021_009,,09220009.AVI,2021:09:22 11:00:12-04:00,https://kaltura.uga.edu/media/t/1_h1kkpbil,"<iframe id=""kaltura_player"" src=""https://cdnapisec.kaltura.com/p/1727411/sp/172741100/embedIframeJs/uiconf_id/26879422/partner_id/1727411?iframeembed=true&playerId=kaltura_player&entry_id=1_h1kkpbil&flashvars[streamerType]=auto&amp;flashvars[localizationCode]=en&amp;flashvars[leadWithHTML5]=true&amp;flashvars[sideBarContainer.plugin]=true&amp;flashvars[sideBarContainer.position]=left&amp;flashvars[sideBarContainer.clickToClose]=true&amp;flashvars[chapters.plugin]=true&amp;flashvars[chapters.layout]=vertical&amp;flashvars[chapters.thumbnailRotator]=false&amp;flashvars[streamSelector.plugin]=true&amp;flashvars[EmbedPlayer.SpinnerTarget]=videoHolder&amp;flashvars[dualScreen.plugin]=true&amp;flashvars[hotspots.plugin]=1&amp;flashvars[Kaltura.addCrossoriginToIframe]=true&amp;&wid=1_02mazer5"" width=""640"" height=""360"" allowfullscreen webkitallowfullscreen mozAllowFullScreen allow=""autoplay *; fullscreen *; encrypted-media *"" sandbox=""allow-forms allow-same-origin allow-scripts allow-top-navigation allow-pointer-lock allow-popups allow-modals allow-orientation-lock allow-popups-to-escape-sandbox allow-presentation allow-top-navigation-by-user-activation"" frameborder=""0"" title=""Kaltura Player""></iframe>",,,,raccoon,,,20,
